__source_name,__source_id,city_raw
extracted_desc_adzuna_datajobs_2025.csv,5183,Sydney Region
extracted_desc_adzuna_datajobs_2025.csv,5184,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5185,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5186,Cairns Region
extracted_desc_adzuna_datajobs_2025.csv,5187,Sydney Region
extracted_desc_adzuna_datajobs_2025.csv,5195,Sydney Region
extracted_desc_adzuna_datajobs_2025.csv,5196,Cairns Region
extracted_desc_adzuna_datajobs_2025.csv,5208,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5228,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5241,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5253,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5254,Geelong Region
extracted_desc_adzuna_datajobs_2025.csv,5275,Melbourne Region
extracted_desc_adzuna_datajobs_2025.csv,5282,Geelong Region
extracted_desc_adzuna_datajobs_2025.csv,5289,Campbelltown Area
extracted_desc_adzuna_datajobs_2025.csv,5294,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5305,Broome Region
extracted_desc_adzuna_datajobs_2025.csv,5318,Sunshine Coast Region
extracted_desc_adzuna_datajobs_2025.csv,5319,Ballarat Region
extracted_desc_adzuna_datajobs_2025.csv,5320,Townsville Region
extracted_desc_adzuna_datajobs_2025.csv,5321,Hobart Region
extracted_desc_adzuna_datajobs_2025.csv,5353,Townsville Region
extracted_desc_adzuna_datajobs_2025.csv,5363,Cairns Region
extracted_desc_adzuna_datajobs_2025.csv,5376,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5390,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5415,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5422,Wallumbilla
extracted_desc_adzuna_datajobs_2025.csv,5424,Wollongong Area
extracted_desc_adzuna_datajobs_2025.csv,5426,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5430,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5431,Parramatta Area
extracted_desc_adzuna_datajobs_2025.csv,5433,Western Australia
extracted_desc_adzuna_datajobs_2025.csv,5438,Canberra Region
extracted_desc_adzuna_datajobs_2025.csv,5439,Newcastle Area
extracted_desc_adzuna_datajobs_2025.csv,5441,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5455,Barangaroo
extracted_desc_adzuna_datajobs_2025.csv,5460,Townsville Region
extracted_desc_adzuna_datajobs_2025.csv,5467,Southern Midlands
extracted_desc_adzuna_datajobs_2025.csv,5479,Queensland
extracted_desc_adzuna_datajobs_2025.csv,5489,Weerite
extracted_desc_adzuna_datajobs_2025.csv,5490,Geelong Region
extracted_desc_adzuna_datajobs_2025.csv,5496,Weerite
extracted_desc_adzuna_datajobs_2025.csv,5557,Queensland
